0,101,196161,0.00402428,3.8651e-05,35.0659,0.000713481
0,102,193994,0.00441225,7.1969e-05,34.9805,0.000670736
0,103,195891,0.0042084,7.2699e-05,34.9706,0.00104236
0,104,196624,0.00195774,2.9586e-05,35.229,0.000768774
0,105,195232,0.00163371,2.5518e-05,35.0482,0.00089985
0,106,197666,0.00441281,7.3984e-05,35.2172,0.000738192
0,107,193778,0.00160943,2.4883e-05,35.2218,0.000856849
0,108,196871,0.00433635,6.8982e-05,35.2026,0.000792279
0,109,197397,0.00314969,5.9404e-05,35.2411,0.000856304
0,110,196298,0.00402042,4.3088e-05,35.0397,0.00066523
0,111,198855,0.0015891,2.4792e-05,34.8113,0.000812946
0,112,195639,0.00453424,7.1341e-05,35.1557,0.000565301
0,113,194916,0.00163131,2.4277e-05,35.057,0.000743358
0,114,195544,0.00377136,5.2032e-05,35.1414,0.000814609
0,115,193815,0.00321646,4.5884e-05,35.065,0.0010672
0,116,199600,0.00426362,4.0931e-05,35.2834,0.000803304
0,117,195537,0.00164017,2.5646e-05,35.1378,0.00105763
0,118,194894,0.00343196,4.8617e-05,35.0044,0.000779319
0,119,196183,0.00435851,7.3943e-05,35.0695,0.000961142
0,120,195857,0.00430477,6.7298e-05,35.064,0.000861201
0,121,196855,0.0043439,8.129e-05,34.9657,0.00100711
0,122,196239,0.00194599,2.5854e-05,34.8304,0.000764456
0,123,194752,0.00161724,2.5689e-05,34.8424,0.000888055
0,124,197601,0.00179357,2.5565e-05,35.0376,0.000754373
0,125,198132,0.00161184,2.5307e-05,34.8868,0.00086918
0,126,199046,0.00173693,2.5851e-05,34.993,0.000799976
0,127,197771,0.00162397,2.5051e-05,34.9966,0.000907913
0,128,195580,0.00180424,2.5119e-05,35.002,0.000750898
0,129,198138,0.00159328,2.502e-05,34.8967,0.000900874
0,130,197322,0.0018037,2.5994e-05,34.9061,0.000758171
0,131,198086,0.00162368,2.5542e-05,35.0951,0.000934739
0,132,194873,0.00209852,3.2031e-05,35.1978,0.000794226
0,133,194530,0.00160264,2.6123e-05,35.1302,0.000743453
0,134,196181,0.00446104,7.4037e-05,35.1518,0.000720868
0,135,194863,0.00407575,3.8213e-05,35.1625,0.00087005
0,136,199674,0.00369437,5.9963e-05,35.1335,0.00120036
0,137,198498,0.00198034,3.166e-05,35.2116,0.000955153
0,138,196041,0.00338325,5.2423e-05,34.727,0.00082583
0,139,196457,0.00428496,3.4485e-05,35.0926,0.000834228
0,140,199395,0.00378979,6.5086e-05,35.2339,0.000766937
0,141,194810,0.00394121,3.5027e-05,34.8783,0.000886319
0,142,197346,0.00409787,4.1556e-05,34.9702,0.000792191
0,143,197191,0.00332146,5.5447e-05,35.089,0.000924449
0,144,196994,0.00450412,3.924e-05,34.9437,0.000723678
0,145,199619,0.00350955,5.8499e-05,35.1175,0.000804295
0,146,201820,0.00455008,7.114e-05,34.8798,0.00058988
0,147,197664,0.00333793,5.3848e-05,35.1603,0.000770295
0,148,195669,0.00420783,6.683e-05,35.0273,0.000683344
0,149,200641,0.00375954,3.8094e-05,35.1015,0.000883267
0,150,193871,0.00444534,7.2854e-05,34.8691,0.000757009
0,151,198172,0.00425441,7.1695e-05,34.9806,0.000825795
0,152,201016,0.00450475,7.3061e-05,34.9692,0.000713146
0,153,194383,0.00425933,7.2896e-05,35.1017,0.000677768
0,154,197158,0.0034477,5.1321e-05,34.9707,0.000789335
0,155,197155,0.00316043,5.0993e-05,35.0859,0.000990077
0,156,193549,0.00437063,4.2666e-05,34.9581,0.000760838
0,157,195365,0.00423849,7.3295e-05,35.0093,0.000869825
0,158,198464,0.00338868,5.1574e-05,35.0084,0.000934529
0,159,196673,0.00341857,4.5121e-05,34.9982,0.000951731
0,160,198760,0.00383442,4.5407e-05,35.0623,0.000778763
0,161,195397,0.00422261,7.1999e-05,35.0314,0.00080038
0,162,194875,0.00440641,4.3009e-05,35.0947,0.000677341
0,163,198139,0.001666,2.5042e-05,35.0077,0.000967331
0,164,197031,0.00215396,3.3707e-05,35.0993,0.000766003
0,165,198867,0.00428425,7.1392e-05,34.8912,0.000666716
0,166,200201,0.00170309,2.4461e-05,35.0098,0.000724167
0,167,197724,0.00313813,4.2312e-05,35.0994,0.00063251
0,168,197628,0.00442715,7.1651e-05,35.1051,0.000673851
0,169,201146,0.00374387,4.0863e-05,34.9813,0.00100212
0,170,196014,0.00368152,5.8602e-05,35.1392,0.000607164
0,171,195286,0.00392108,6.7229e-05,35.1424,0.000723766
0,172,197690,0.0040381,6.6354e-05,35.0355,0.000645564
0,173,196034,0.00321273,4.5174e-05,34.9056,0.000790209
0,174,199624,0.00218985,3.2777e-05,35.1674,0.000726341
0,175,197839,0.0040026,3.5e-05,35.063,0.000848643
0,176,200933,0.00443338,7.3188e-05,34.9651,0.000666322
0,177,198408,0.00428328,7.1951e-05,34.9654,0.000868634
0,178,198352,0.00357243,5.2453e-05,35.1143,0.000744313
0,179,196448,0.00387275,6.7876e-05,35.0867,0.0008319
0,180,194648,0.00453034,7.1792e-05,35.0779,0.00097612
0,181,198226,0.00275478,4.1386e-05,35.1747,0.000743762
0,182,200125,0.00361767,6.0237e-05,35.2058,0.000706463
0,183,203046,0.00344503,4.019e-05,34.8095,0.00095257
0,184,195799,0.0034974,5.2839e-05,35.1935,0.000858484
0,185,195889,0.00372879,3.9177e-05,35.0322,0.000900085
0,186,197056,0.00448342,7.2804e-05,35.1475,0.000591406
0,187,196454,0.00369152,4.1947e-05,34.8315,0.000732148
0,188,196152,0.00386587,7.0001e-05,34.9487,0.000677421
0,189,199198,0.00424845,7.1454e-05,34.8757,0.000964174
0,190,196514,0.00467189,7.3092e-05,35.0225,0.000776036
0,191,196997,0.00429603,7.316e-05,34.9353,0.000873284
0,192,198348,0.00396015,4.1911e-05,35.21,0.000795248
0,193,196323,0.00331172,4.9835e-05,35.1317,0.000828712
0,194,195421,0.00419256,4.5239e-05,35.0578,0.000715294
0,195,199381,0.00325628,4.4372e-05,35.0199,0.000620164
0,196,199749,0.00288394,4.4337e-05,35.0582,0.000687238
0,197,199487,0.00309318,5.1528e-05,35.2004,0.000872826
0,198,201175,0.00191162,2.7041e-05,35.1531,0.0007186
